Date,Dollar,Spread,,,,
2022-05-25,102.06,0.89,,,,
2022-05-26,101.83,0.58,,,,
2022-05-27,101.67,0.35,,,,
2022-05-30,101.67,0.29,,,,
2022-05-31,101.75,0.30,,,,
2022-06-01,102.5,0.97,,,,
2022-06-02,101.82,0.23,,,,
2022-06-03,102.14,0.49,,,,
2022-06-06,102.44,0.72,,,,
2022-06-07,102.32,0.52,,,,
2022-06-08,102.54,0.65,,,,
2022-06-09,103.22,1.23,,,,
2022-06-10,104.15,2.05,,,,
2022-06-13,105.08,2.85,,,,
2022-06-14,105.52,3.17,,,,
2022-06-15,105.16,2.70,,,,
2022-06-16,103.63,1.10,,,,
2022-06-17,104.7,2.07,,,,
2022-06-20,104.7,1.97,,,,
2022-06-21,104.43,1.62,,,,
2022-06-22,104.2,1.30,,,,
2022-06-23,104.43,1.45,,,,
2022-06-24,104.18,1.12,,,,
2022-06-27,103.94,0.82,,,,
2022-06-28,104.51,1.32,,,,
2022-06-29,105.11,1.82,,,,
2022-06-30,104.68,1.31,,,,
2022-07-01,105.14,1.69,,,,
2022-07-04,105.14,1.63,,,,
2022-07-05,106.54,2.94,,,,
2022-07-06,107.1,3.42,,,,
2022-07-07,107.13,3.38,,,,
2022-07-08,107.01,3.18,,,,
2022-07-11,108.02,4.10,,,,
2022-07-12,108.07,4.06,,,,
2022-07-13,107.96,3.84,,,,
2022-07-14,108.54,4.33,,,,
2022-07-15,108.06,3.76,,,,
2022-07-18,107.37,2.99,,,,
2022-07-19,106.68,2.25,,,,
2022-07-20,107.08,2.58,,,,
2022-07-21,106.91,2.37,,,,
2022-07-22,106.73,2.15,,,,
2022-07-25,106.48,1.85,,,,
2022-07-26,107.19,2.49,,,,
2022-07-27,106.45,1.69,,,,
2022-07-28,106.35,1.52,,,,
2022-07-29,105.9,1.02,,,,
2022-08-01,105.45,0.50,,,,
2022-08-02,106.24,1.20,,,,
2022-08-03,106.51,1.38,,,,
2022-08-04,105.69,0.49,,,,
2022-08-05,106.62,1.32,,,,
2022-08-08,106.43,1.03,,,,
2022-08-09,106.37,0.88,,,,
2022-08-10,105.2,-0.35,,,,
2022-08-11,105.09,-0.52,,,,
2022-08-12,105.63,-0.05,,,,
2022-08-15,106.55,0.79,,,,
2022-08-16,106.5,0.65,,,,
2022-08-17,106.57,0.64,,,,
2022-08-18,107.48,1.47,,,,
2022-08-19,108.17,2.08,,,,
2022-08-22,109.05,2.88,,,,
2022-08-23,108.62,2.39,,,,
2022-08-24,108.68,2.38,,,,
2022-08-25,108.47,2.07,,,,
2022-08-26,108.8,2.32,,,,
2022-08-29,108.83,2.26,,,,
2022-08-30,108.77,2.12,,,,
2022-08-31,108.7,1.96,,,,
2022-09-01,109.69,2.84,,,,
2022-09-02,109.53,2.58,,,,
2022-09-05,109.83,2.76,,,,
2022-09-06,110.21,3.02,,,,
2022-09-07,109.84,2.56,,,,
2022-09-08,109.71,2.33,,,,
2022-09-09,109,1.54,,,,
2022-09-12,108.33,0.81,,,,
2022-09-13,109.82,2.23,,,,
2022-09-14,109.66,2.02,,,,
2022-09-15,109.74,2.05,,,,
2022-09-16,109.76,2.01,,,,
2022-09-19,109.74,1.96,,,,
2022-09-20,110.21,2.39,,,,
2022-09-21,110.64,2.76,,,,
2022-09-22,111.35,3.42,,,,
2022-09-23,113.19,5.15,,,,
2022-09-26,114.1,5.93,,,,
2022-09-27,114.11,5.79,,,,
2022-09-28,112.6,4.17,,,,
2022-09-29,112.25,3.71,,,,
2022-09-30,112.12,3.48,,,,
2022-10-03,111.75,3.00,,,,
2022-10-04,110.07,1.26,,,,
2022-10-05,111.07,2.17,,,,
2022-10-06,112.26,3.24,,,,
2022-10-07,112.79,3.63,,,,
2022-10-10,113.14,3.83,,,,
2022-10-11,113.22,3.77,,,,
2022-10-12,113.32,3.73,,,,
2022-10-13,112.36,2.64,,,,
2022-10-14,113.31,3.46,,,,
2022-10-17,112.04,2.08,,,,
2022-10-18,112.13,2.05,,,,
2022-10-19,112.98,2.74,,,,
2022-10-20,112.88,2.49,,,,
2022-10-21,112.01,1.49,,,,
2022-10-24,111.99,1.36,,,,
2022-10-25,110.95,0.23,,,,
2022-10-26,109.7,-1.08,,,,
2022-10-27,110.59,-0.25,,,,
2022-10-28,110.75,-0.14,,,,
2022-10-31,111.53,0.59,,,,
2022-11-01,111.48,0.48,,,,
2022-11-02,111.35,0.30,,,,
2022-11-03,112.93,1.79,,,,
2022-11-04,110.88,-0.30,,,,
2022-11-07,110.12,-1.09,,,,
2022-11-08,109.64,-1.59,,,,
2022-11-09,110.55,-0.71,,,,
2022-11-10,108.21,-3.02,,,,
2022-11-11,106.29,-4.88,,,,
2022-11-14,106.66,-4.45,,,,
2022-11-15,106.4,-4.63,,,,
2022-11-16,106.28,-4.68,,,,
2022-11-17,106.69,-4.21,,,,
2022-11-18,106.93,-3.93,,,,
2022-11-21,107.83,-3.02,,,,
2022-11-22,107.22,-3.58,,,,
2022-11-23,106.08,-4.64,,,,
2022-11-24,105.82,-4.83,,,,
2022-11-25,105.96,-4.61,,,,
2022-11-28,106.68,-3.83,,,,
2022-11-29,106.82,-3.62,,,,
2022-11-30,105.95,-4.40,,,,
2022-12-01,104.73,-5.48,,,,
2022-12-02,104.54,-5.50,,,,
2022-12-05,105.29,-4.57,,,,
2022-12-06,105.58,-4.11,,,,
2022-12-07,105.1,-4.44,,,,
2022-12-08,104.77,-4.62,,,,
2022-12-09,104.81,-4.44,,,,
2022-12-12,105.13,-3.99,,,,
2022-12-13,103.98,-5.01,,,,
2022-12-14,103.77,-5.08,,,,
2022-12-15,104.56,-4.13,,,,
2022-12-16,104.7,-3.83,,,,
2022-12-19,104.72,-3.64,,,,
2022-12-20,103.96,-4.22,,,,
2022-12-21,104.16,-3.84,,,,
2022-12-22,104.43,-3.41,,,,
2022-12-23,104.31,-3.35,,,,
2022-12-25,104.32,-3.18,,,,
2022-12-27,104.18,-3.16,,,,
2022-12-28,104.46,-2.71,,,,
2022-12-29,103.84,-3.15,,,,
2022-12-30,103.52,-3.30,,,,
2023-01-01,103.49,-3.16,,,,
2023-01-03,104.52,-2.00,,,,
2023-01-04,104.25,-2.17,,,,
2023-01-05,105.04,-1.26,,,,
2023-01-06,103.88,-2.29,,,,
2023-01-09,103,-3.00,,,,
2023-01-10,103.24,-2.59,,,,
2023-01-11,103.19,-2.48,,,,
2023-01-12,102.25,-3.20,,,,
2023-01-13,102.2,-3.08,,,,
2023-01-16,102.27,-2.85,,,,
2023-01-17,102.39,-2.59,,,,
2023-01-18,102.36,-2.46,,,,
2023-01-19,102.06,-2.63,,,,
2023-01-20,102.01,-2.60,,,,
2023-01-23,102.14,-2.38,,,,
2023-01-24,101.92,-2.51,,,,
2023-01-25,101.64,-2.69,,,,
2023-01-26,101.84,-2.40,,,,
2023-01-27,101.93,-2.21,,,,
2023-01-30,102.28,-1.75,,,,
2023-01-31,102.1,-1.82,,,,
2023-02-01,101.22,-2.61,,,,
2023-02-02,101.75,-1.99,,,,
2023-02-03,102.92,-0.76,,,,
2023-02-06,103.62,0.00,,,,
2023-02-07,103.43,-0.13,,,,
2023-02-08,103.41,-0.09,,,,
2023-02-09,103.22,-0.25,,,,
2023-02-10,103.63,0.17,,,,
2023-02-13,103.35,-0.07,,,,
2023-02-14,103.23,-0.14,,,,
2023-02-15,103.92,0.57,,,,
2023-02-16,103.86,0.53,,,,
2023-02-17,103.86,0.55,,,,
2023-02-20,103.86,0.58,,,,
2023-02-21,104.18,0.89,,,,
2023-02-22,104.58,1.28,,,,
2023-02-23,104.6,1.30,,,,
2023-02-24,105.21,1.90,,,,
2023-02-27,104.67,1.36,,,,
2023-02-28,104.87,1.54,,,,
2023-03-01,104.48,1.14,,,,
2023-03-02,105.03,1.68,,,,
2023-03-03,104.52,1.17,,,,
2023-03-06,104.35,0.99,,,,
2023-03-07,105.61,2.23,,,,
2023-03-08,105.66,2.25,,,,
2023-03-09,105.31,1.87,,,,
2023-03-10,104.58,1.12,,,,
2023-03-13,103.6,0.14,,,,
2023-03-14,103.6,0.16,,,,
2023-03-15,104.65,1.20,,,,
2023-03-16,104.42,0.98,,,,
2023-03-17,103.71,0.28,,,,
2023-03-20,103.28,-0.16,,,,
2023-03-21,103.26,-0.18,,,,
2023-03-22,102.35,-1.07,,,,
2023-03-23,102.53,-0.90,,,,
2023-03-24,103.12,-0.33,,,,
2023-03-27,102.86,-0.60,,,,
2023-03-28,102.43,-1.03,,,,
2023-03-29,102.64,-0.83,,,,
2023-03-30,102.14,-1.33,,,,
2023-03-31,102.51,-0.97,,,,
2023-04-03,102.09,-1.39,,,,
2023-04-04,101.59,-1.88,,,,
2023-04-05,101.85,-1.62,,,,
2023-04-06,101.82,-1.65,,,,
2023-04-07,102.09,-1.39,,,,
2023-04-10,102.58,-0.90,,,,
2023-04-11,102.2,-1.29,,,,
2023-04-12,101.5,-1.99,,,,
2023-04-13,101.01,-2.47,,,,
2023-04-14,101.55,-1.90,,,,
2023-04-17,102.1,-1.32,,,,
2023-04-18,101.75,-1.63,,,,
2023-04-19,101.97,-1.39,,,,
2023-04-20,101.84,-1.49,,,,
2023-04-21,101.82,-1.47,,,,
2023-04-24,101.35,-1.90,,,,
2023-04-25,101.86,-1.36,,,,
2023-04-26,101.47,-1.71,,,,
2023-04-27,101.5,-1.63,,,,
2023-04-28,101.66,-1.42,,,,
2023-05-01,102.15,-0.90,,,,
2023-05-02,101.96,-1.05,,,,
2023-05-03,101.34,-1.60,,,,
2023-05-04,101.4,-1.48,,,,
2023-05-05,101.21,-1.59,,,,
2023-05-08,101.38,-1.35,,,,
2023-05-09,101.61,-1.06,,,,
2023-05-10,101.48,-1.13,,,,
2023-05-11,102.06,-0.49,,,,
2023-05-12,102.68,0.17,,,,
2023-05-15,102.43,-0.04,,,,
2023-05-16,102.56,0.15,,,,
2023-05-17,102.88,0.53,,,,
2023-05-18,103.58,1.26,,,,
2023-05-19,103.2,0.91,,,,
2023-05-22,103.2,0.92,,,,
2023-05-23,103.49,1.21,,,,
2023-05-24,103.89,1.62,,,,
2023-05-25,104.25,1.99,,,,
2023-05-26,104.21,1.94,,,,
2023-05-29,104.26,1.97,,,,
2023-05-30,104.17,1.86,,,,
2023-05-31,104.33,1.98,,,,
2023-06-01,103.56,1.19,,,,
2023-06-02,104.01,1.62,,,,
2023-06-05,104,1.59,,,,
2023-06-06,104.13,1.68,,,,
2023-06-07,104.1,1.62,,,,
2023-06-08,103.34,0.84,,,,
2023-06-09,103.56,1.04,,,,
2023-06-12,103.65,1.10,,,,
2023-06-13,103.34,0.75,,,,
2023-06-14,102.95,0.34,,,,
2023-06-15,102.11,-0.50,,,,
2023-06-16,102.24,-0.38,,,,
2023-06-19,102.52,-0.10,,,,
2023-06-20,102.54,-0.08,,,,
2023-06-21,102.07,-0.56,,,,
2023-06-22,102.39,-0.27,,,,
2023-06-23,102.9,0.21,,,,
2023-06-26,102.69,-0.01,,,,
2023-06-27,102.49,-0.23,,,,
2023-06-28,102.9,0.17,,,,
2023-06-29,103.34,0.58,,,,
2023-06-30,102.91,0.12,,,,
2023-07-03,102.96,0.14,,,,
2023-07-04,103.04,0.20,,,,
2023-07-05,103.37,0.49,,,,
2023-07-06,103.07,0.16,,,,
2023-07-07,102.27,-0.65,,,,
2023-07-10,101.97,-0.95,,,,
2023-07-11,101.73,-1.19,,,,
2023-07-12,100.52,-2.38,,,,
2023-07-13,99.77,-3.10,,,,
2023-07-14,99.91,-2.93,,,,
2023-07-17,99.84,-2.97,,,,
2023-07-18,99.94,-2.84,,,,
2023-07-19,100.28,-2.47,,,,
2023-07-20,100.88,-1.85,,,,
2023-07-21,101.07,-1.63,,,,
2023-07-24,101.35,-1.32,,,,
2023-07-25,101.35,-1.30,,,,
2023-07-26,100.89,-1.72,,,,
2023-07-27,101.77,-0.80,,,,
2023-07-28,101.62,-0.92,,,,
2023-07-31,101.86,-0.66,,,,
2023-08-01,102.3,-0.19,,,,
2023-08-02,102.59,0.12,,,,
2023-08-03,102.54,0.11,,,,
2023-08-04,102.02,-0.37,,,,
2023-08-07,102.05,-0.29,,,,
2023-08-08,102.53,0.22,,,,
2023-08-09,102.49,0.22,,,,
2023-08-10,102.52,0.27,,,,
2023-08-11,102.84,0.61,,,,
2023-08-14,103.19,0.98,,,,
2023-08-15,103.21,1.01,,,,
2023-08-16,103.43,1.25,,,,
2023-08-17,103.57,1.38,,,,
2023-08-18,103.38,1.20,,,,
2023-08-21,103.3,1.12,,,,
2023-08-22,103.56,1.38,,,,
2023-08-23,103.42,1.23,,,,
2023-08-24,103.98,1.75,,,,
2023-08-25,104.08,1.82,,,,
2023-08-28,104.06,1.76,,,,
2023-08-29,103.53,1.22,,,,
2023-08-30,103.16,0.82,,,,
2023-08-31,103.62,1.26,,,,
2023-09-01,104.24,1.85,,,,
2023-09-04,104.24,1.82,,,,
2023-09-05,104.81,2.34,,,,
2023-09-06,104.86,2.36,,,,
2023-09-07,105.06,2.52,,,,
2023-09-08,105.09,2.51,,,,
2023-09-11,104.57,1.96,,,,
2023-09-12,104.71,2.06,,,,
2023-09-13,104.77,2.09,,,,
2023-09-14,105.4,2.68,,,,
2023-09-15,105.32,2.54,,,,
2023-09-18,105.2,2.35,,,,
2023-09-19,105.16,2.24,,,,
2023-09-20,105.12,2.11,,,,
2023-09-21,105.36,2.24,,,,
2023-09-22,105.58,2.35,,,,
2023-09-25,106,2.64,,,,
2023-09-26,106.23,2.75,,,,
2023-09-27,106.67,3.06,,,,
2023-09-28,106.22,2.50,,,,
2023-09-29,106.22,2.40,,,,
2023-10-02,106.9,2.97,,,,
2023-10-03,107,2.96,,,,
2023-10-04,106.8,2.64,,,,
2023-10-05,106.33,2.08,,,,
2023-10-06,106.04,1.70,,,,
2023-10-09,106.08,1.65,,,,
2023-10-10,105.82,1.32,,,,
2023-10-11,105.82,1.26,,,,
2023-10-12,106.6,1.96,,,,
2023-10-13,106.65,1.91,,,,
2023-10-16,106.24,1.42,,,,
2023-10-17,106.25,1.36,,,,
2023-10-18,106.57,1.59,,,,
2023-10-19,106.25,1.20,,,,
2023-10-20,106.16,1.04,,,,
2023-10-23,105.54,0.38,,,,
2023-10-24,106.27,1.05,,,,
2023-10-25,106.53,1.24,,,,
2023-10-26,106.6,1.25,,,,
2023-10-27,106.56,1.15,,,,
2023-10-30,106.12,0.65,,,,
2023-10-31,106.66,1.13,,,,
2023-11-01,106.88,1.28,,,,
2023-11-02,106.12,0.48,,,,
2023-11-03,105.02,-0.64,,,,
2023-11-06,105.21,-0.47,,,,
2023-11-07,105.54,-0.18,,,,
2023-11-08,105.59,-0.18,,,,
2023-11-09,105.91,0.09,,,,
2023-11-10,105.86,0.01,,,,
2023-11-13,105.63,-0.25,,,,
2023-11-14,104.05,-1.81,,,,
2023-11-15,104.39,-1.46,,,,
2023-11-16,104.35,-1.49,,,,
2023-11-17,103.92,-1.90,,,,
2023-11-20,103.44,-2.35,,,,
2023-11-21,103.57,-2.20,,,,
2023-11-22,103.92,-1.83,,,,
2023-11-23,103.77,-1.95,,,,
2023-11-24,103.4,-2.28,,,,
2023-11-27,103.2,-2.44,,,,
2023-11-28,102.75,-2.84,,,,
2023-11-29,102.76,-2.79,,,,
2023-11-30,103.5,-2.01,,,,
2023-12-01,103.27,-2.19,,,,
2023-12-04,103.71,-1.71,,,,
2023-12-05,104.05,-1.32,,,,
2023-12-06,104.15,-1.17,,,,
2023-12-07,103.54,-1.73,,,,
2023-12-08,104.01,-1.22,,,,
2023-12-11,104.1,-1.07,,,,
2023-12-12,103.86,-1.25,,,,
2023-12-13,102.87,-2.16,,,,
2023-12-14,101.96,-2.98,,,,
2023-12-15,102.55,-2.32,,,,
2023-12-18,102.56,-2.24,,,,
2023-12-19,102.17,-2.56,,,,
2023-12-20,102.41,-2.25,,,,
2023-12-21,101.84,-2.72,,,,
2023-12-22,101.7,-2.77,,,,
2023-12-24,101.71,-2.67,,,,
2023-12-26,101.47,-2.81,,,,
2023-12-27,100.99,-3.18,,,,
2023-12-28,101.23,-2.84,,,,
2023-12-29,101.33,-2.64,,,,
2023-12-31,101.38,-2.51,,,,
2024-01-02,102.2,-1.61,,,,
2024-01-03,102.49,-1.24,,,,
2024-01-04,102.42,-1.22,,,,
2024-01-05,102.41,-1.15,,,,
2024-01-08,102.21,-1.27,,,,
2024-01-09,102.57,-0.83,,,,
2024-01-10,102.36,-0.95,,,,
2024-01-11,102.29,-0.94,,,,
2024-01-12,102.4,-0.78,,,,
2024-01-15,102.4,-0.72,,,,
2024-01-16,103.36,0.28,,,,
2024-01-17,103.45,0.41,,,,
2024-01-18,103.54,0.55,,,,
2024-01-19,103.29,0.35,,,,
2024-01-22,103.33,0.44,,,,
2024-01-23,103.62,0.74,,,,
2024-01-24,103.24,0.38,,,,
2024-01-25,103.57,0.73,,,,
2024-01-26,103.43,0.60,,,,
2024-01-29,103.61,0.77,,,,
2024-01-30,103.4,0.57,,,,
2024-01-31,103.27,0.45,,,,
2024-02-01,103.05,0.24,,,,
2024-02-02,103.92,1.10,,,,
2024-02-05,104.45,1.61,,,,
2024-02-06,104.21,1.34,,,,
2024-02-07,104.06,1.16,,,,
2024-02-08,104.17,1.26,,,,
2024-02-09,104.11,1.18,,,,
2024-02-12,104.17,1.23,,,,
2024-02-13,104.96,2.00,,,,
2024-02-14,104.72,1.75,,,,
2024-02-15,104.3,1.32,,,,
2024-02-16,104.3,1.31,,,,
2024-02-19,104.29,1.30,,,,
2024-02-20,104.08,1.08,,,,
2024-02-21,104.01,0.99,,,,
2024-02-22,103.96,0.90,,,,
2024-02-23,103.94,0.85,,,,
2024-02-26,103.83,0.72,,,,
2024-02-27,103.83,0.68,,,,
2024-02-28,103.97,0.79,,,,
2024-02-29,104.16,0.94,,,,
2024-03-01,103.86,0.59,,,,
2024-03-04,103.83,0.52,,,,
2024-03-05,103.8,0.44,,,,
2024-03-06,103.37,-0.03,,,,
2024-03-07,102.82,-0.61,,,,
2024-03-08,102.71,-0.75,,,,
2024-03-11,102.87,-0.62,,,,
2024-03-12,102.96,-0.55,,,,
2024-03-13,102.79,-0.72,,,,
2024-03-14,103.36,-0.17,,,,
2024-03-15,103.43,-0.12,,,,
2024-03-18,103.59,0.01,,,,
2024-03-19,103.84,0.23,,,,
2024-03-20,103.41,-0.22,,,,
2024-03-21,104,0.34,,,,
2024-03-22,104.47,0.77,,,,
2024-03-25,104.24,0.50,,,,
2024-03-26,104.29,0.53,,,,
2024-03-27,104.35,0.57,,,,
2024-03-28,104.55,0.75,,,,
2024-03-29,104.55,0.73,,,,
2024-04-01,105.02,1.17,,,,
2024-04-02,104.82,0.94,,,,
2024-04-03,104.25,0.35,,,,
2024-04-04,104.12,0.21,,,,
2024-04-05,104.3,0.37,,,,
2024-04-08,104.14,0.20,,,,
2024-04-09,104.15,0.20,,,,
2024-04-10,105.25,1.26,,,,
2024-04-11,105.28,1.24,,,,
2024-04-12,106.04,1.96,,,,
2024-04-15,106.21,2.10,,,,
2024-04-16,106.26,2.10,,,,
2024-04-17,105.95,1.76,,,,
2024-04-18,106.15,1.92,,,,
2024-04-19,106.15,1.88,,,,
2024-04-22,106.08,1.77,,,,
2024-04-23,105.68,1.35,,,,
2024-04-24,105.86,1.51,,,,
2024-04-25,105.6,1.22,,,,
2024-04-26,105.94,1.53,,,,
2024-04-29,105.58,1.15,,,,
2024-04-30,106.22,1.74,,,,
2024-05-01,105.75,1.24,,,,
2024-05-02,105.3,0.76,,,,
2024-05-03,105.03,0.47,,,,
2024-05-06,105.05,0.47,,,,
2024-05-07,105.41,0.79,,,,
2024-05-08,105.55,0.90,,,,
2024-05-09,105.23,0.56,,,,
2024-05-10,105.3,0.60,,,,
2024-05-13,105.22,0.49,,,,
2024-05-14,105.01,0.26,,,,
2024-05-15,104.35,-0.42,,,,
2024-05-16,104.46,-0.34,,,,
2024-05-17,104.44,-0.40,,,,
2024-05-20,104.57,-0.30,,,,
2024-05-21,104.66,-0.25,,,,
2024-05-22,104.93,-0.02,,,,
2024-05-23,105.11,0.13,,,,
2024-05-24,104.72,-0.29,,,,
2024-05-27,104.6,-0.43,,,,
2024-05-28,104.61,-0.43,,,,
2024-05-29,105.1,0.02,,,,
2024-05-30,104.72,-0.37,,,,
2024-05-31,104.67,-0.43,,,,
2024-06-03,104.14,-0.95,,,,
2024-06-04,104.11,-0.98,,,,
2024-06-05,104.27,-0.82,,,,
2024-06-06,104.1,-0.98,,,,
2024-06-07,104.89,-0.20,,,,
2024-06-10,105.15,0.06,,,,
2024-06-11,105.23,0.13,,,,
2024-06-12,104.64,-0.47,,,,
2024-06-13,105.2,0.07,,,,
2024-06-14,105.55,0.40,,,,
2024-06-17,105.32,0.14,,,,
2024-06-18,105.26,0.06,,,,
2024-06-19,105.25,0.05,,,,
2024-06-20,105.59,0.39,,,,
2024-06-21,105.8,0.60,,,,
2024-06-24,105.47,0.29,,,,
2024-06-25,105.61,0.44,,,,
2024-06-26,106.05,0.88,,,,
2024-06-27,105.91,0.74,,,,
2024-06-28,105.87,0.71,,,,
2024-07-01,105.9,0.74,,,,
2024-07-02,105.72,0.56,,,,
2024-07-03,105.4,0.25,,,,
2024-07-04,105.13,-0.01,,,,
2024-07-05,104.88,-0.24,,,,
2024-07-08,105,-0.11,,,,
2024-07-09,105.13,0.04,,,,
2024-07-10,105.05,-0.02,,,,
2024-07-11,104.44,-0.62,,,,
2024-07-12,104.09,-0.95,,,,
2024-07-15,104.19,-0.83,,,,
2024-07-16,104.27,-0.73,,,,
2024-07-17,103.75,-1.21,,,,
2024-07-18,104.17,-0.77,,,,
2024-07-19,104.4,-0.52,,,,
2024-07-22,104.31,-0.59,,,,
2024-07-23,104.45,-0.44,,,,
2024-07-24,104.39,-0.50,,,,
2024-07-25,104.36,-0.53,,,,
2024-07-26,104.32,-0.57,,,,
2024-07-29,104.56,-0.33,,,,
2024-07-30,104.55,-0.34,,,,
2024-07-31,104.1,-0.77,,,,
2024-08-01,104.42,-0.44,,,,
2024-08-02,103.21,-1.62,,,,
2024-08-05,102.69,-2.10,,,,
2024-08-06,102.97,-1.79,,,,
2024-08-07,103.2,-1.52,,,,
2024-08-08,103.21,-1.48,,,,
2024-08-09,103.14,-1.52,,,,
2024-08-12,103.14,-1.50,,,,
2024-08-13,102.56,-2.05,,,,
2024-08-14,102.57,-2.00,,,,
2024-08-15,102.98,-1.57,,,,
2024-08-16,102.46,-2.04,,,,
2024-08-19,101.89,-2.55,,,,
2024-08-20,101.44,-2.92,,,,
2024-08-21,101.04,-3.25,,,,
2024-08-22,101.51,-2.70,,,,
2024-08-23,100.72,-3.40,,,,
2024-08-26,100.85,-3.18,,,,
2024-08-27,100.55,-3.38,,,,
2024-08-28,101.09,-2.76,,,,
2024-08-29,101.34,-2.43,,,,
2024-08-30,101.7,-1.98,,,,
2024-09-02,101.65,-1.96,,,,
2024-09-03,101.82,-1.71,,,,
2024-09-04,101.36,-2.08,,,,
2024-09-05,101.11,-2.23,,,,
2024-09-06,101.18,-2.07,,,,
2024-09-09,101.55,-1.61,,,,
2024-09-10,101.63,-1.45,,,,
2024-09-11,101.68,-1.32,,,,
2024-09-12,101.37,-1.56,,,,
2024-09-13,101.11,-1.74,,,,
2024-09-16,100.76,-2.01,,,,
2024-09-17,100.89,-1.79,,,,
2024-09-18,100.6,-1.99,,,,
2024-09-19,100.61,-1.91,,,,
2024-09-20,100.72,-1.73,,,,
2024-09-22,100.78,-1.60,,,,
2024-09-23,100.93,-1.39,,,,
2024-09-24,100.24,-2.01,,,,
2024-09-25,100.91,-1.27,,,,
2024-09-26,100.52,-1.58,,,,
2024-09-27,100.38,-1.64,,,,
2024-09-30,100.78,-1.17,,,,
2024-10-01,101.19,-0.70,,,,
2024-10-02,101.68,-0.15,,,,
2024-10-03,101.99,0.20,,,,
2024-10-04,102.52,0.77,,,,
2024-10-07,102.54,0.83,,,,
2024-10-08,102.55,0.88,,,,
2024-10-09,102.93,1.29,,,,
2024-10-10,102.99,1.35,,,,
2024-10-11,102.89,1.25,,,,
2024-10-14,103.3,1.65,,,,
2024-10-15,103.26,1.61,,,,
2024-10-16,103.59,1.93,,,,
2024-10-17,103.83,2.16,,,,
2024-10-18,103.49,1.81,,,,
2024-10-21,104.01,2.30,,,,
2024-10-22,104.08,2.34,,,,
2024-10-23,104.43,2.66,,,,
2024-10-24,104.06,2.26,,,,
2024-10-25,104.26,2.41,,,,
2024-10-28,104.32,2.41,,,,
2024-10-29,104.32,2.35,,,,
2024-10-30,103.99,1.97,,,,
2024-10-31,103.98,1.89,,,,
2024-11-01,104.28,2.13,,,,
2024-11-04,103.89,1.67,,,,
2024-11-05,103.42,1.15,,,,
2024-11-06,105.09,2.75,,,,
2024-11-07,104.51,2.11,,,,
2024-11-08,105,2.53,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
