Date,Dollar,Spread,,,,
2013-08-06,81.6,-0.80,,,,
2013-08-07,81.29,-1.06,,,,
2013-08-08,80.98,-1.33,,,,
2013-08-09,81.13,-1.14,,,,
2013-08-12,81.33,-0.91,,,,
2013-08-13,81.77,-0.45,,,,
2013-08-14,81.71,-0.49,,,,
2013-08-15,81.18,-1.02,,,,
2013-08-16,81.26,-0.93,,,,
2013-08-19,81.23,-0.95,,,,
2013-08-20,80.91,-1.27,,,,
2013-08-21,81.21,-0.97,,,,
2013-08-22,81.49,-0.71,,,,
2013-08-23,81.36,-0.85,,,,
2013-08-26,81.41,-0.81,,,,
2013-08-27,81.17,-1.06,,,,
2013-08-28,81.43,-0.80,,,,
2013-08-29,81.95,-0.28,,,,
2013-08-30,82.09,-0.14,,,,
2013-09-02,82.09,-0.13,,,,
2013-09-03,82.36,0.14,,,,
2013-09-04,82.17,-0.03,,,,
2013-09-05,82.63,0.43,,,,
2013-09-06,82.15,-0.03,,,,
2013-09-09,81.79,-0.36,,,,
2013-09-10,81.82,-0.30,,,,
2013-09-11,81.52,-0.56,,,,
2013-09-12,81.49,-0.56,,,,
2013-09-13,81.45,-0.54,,,,
2013-09-16,81.3,-0.63,,,,
2013-09-17,81.14,-0.72,,,,
2013-09-18,80.24,-1.54,,,,
2013-09-19,80.37,-1.37,,,,
2013-09-20,80.43,-1.26,,,,
2013-09-23,80.45,-1.18,,,,
2013-09-24,80.56,-1.04,,,,
2013-09-25,80.33,-1.22,,,,
2013-09-26,80.52,-0.98,,,,
2013-09-27,80.29,-1.16,,,,
2013-09-30,80.22,-1.19,,,,
2013-10-01,80.14,-1.24,,,,
2013-10-02,79.9,-1.43,,,,
2013-10-03,79.75,-1.54,,,,
2013-10-04,80.13,-1.13,,,,
2013-10-07,79.94,-1.28,,,,
2013-10-08,80.06,-1.13,,,,
2013-10-09,80.38,-0.78,,,,
2013-10-10,80.42,-0.71,,,,
2013-10-11,80.41,-0.69,,,,
2013-10-14,80.26,-0.80,,,,
2013-10-15,80.48,-0.56,,,,
2013-10-16,80.47,-0.56,,,,
2013-10-17,79.65,-1.35,,,,
2013-10-18,79.65,-1.32,,,,
2013-10-21,79.69,-1.25,,,,
2013-10-22,79.23,-1.66,,,,
2013-10-23,79.26,-1.58,,,,
2013-10-24,79.19,-1.61,,,,
2013-10-25,79.19,-1.57,,,,
2013-10-28,79.25,-1.47,,,,
2013-10-29,79.61,-1.08,,,,
2013-10-30,79.78,-0.88,,,,
2013-10-31,80.19,-0.45,,,,
2013-11-01,80.72,0.10,,,,
2013-11-04,80.55,-0.06,,,,
2013-11-05,80.71,0.11,,,,
2013-11-06,80.48,-0.10,,,,
2013-11-07,80.84,0.29,,,,
2013-11-08,81.3,0.76,,,,
2013-11-11,81.09,0.57,,,,
2013-11-12,81.19,0.69,,,,
2013-11-13,80.93,0.46,,,,
2013-11-14,81.02,0.58,,,,
2013-11-15,80.85,0.44,,,,
2013-11-18,80.83,0.44,,,,
2013-11-19,80.7,0.33,,,,
2013-11-20,81.11,0.75,,,,
2013-11-21,81.07,0.72,,,,
2013-11-22,80.71,0.37,,,,
2013-11-25,80.92,0.59,,,,
2013-11-26,80.61,0.29,,,,
2013-11-27,80.72,0.39,,,,
2013-11-28,80.72,0.38,,,,
2013-11-29,80.68,0.34,,,,
2013-12-02,80.92,0.57,,,,
2013-12-03,80.92,0.56,,,,
2013-12-04,80.62,0.25,,,,
2013-12-05,80.23,-0.13,,,,
2013-12-06,80.31,-0.05,,,,
2013-12-09,80.13,-0.23,,,,
2013-12-10,79.97,-0.38,,,,
2013-12-11,79.89,-0.46,,,,
2013-12-12,80.21,-0.15,,,,
2013-12-13,80.21,-0.16,,,,
2013-12-16,80.07,-0.30,,,,
2013-12-17,80.06,-0.31,,,,
2013-12-18,80.11,-0.25,,,,
2013-12-19,80.63,0.26,,,,
2013-12-20,80.58,0.21,,,,
2013-12-23,80.45,0.08,,,,
2013-12-24,80.45,0.08,,,,
2013-12-25,80.45,0.08,,,,
2013-12-26,80.48,0.09,,,,
2013-12-27,80.39,-0.01,,,,
2013-12-30,80,-0.41,,,,
2013-12-31,80.03,-0.40,,,,
2014-01-01,80.03,-0.41,,,,
2014-01-02,80.63,0.16,,,,
2014-01-03,80.79,0.29,,,,
2014-01-06,80.65,0.12,,,,
2014-01-07,80.83,0.27,,,,
2014-01-08,81.02,0.44,,,,
2014-01-09,81,0.40,,,,
2014-01-10,80.66,0.06,,,,
2014-01-13,80.51,-0.08,,,,
2014-01-14,80.66,0.07,,,,
2014-01-15,81.03,0.43,,,,
2014-01-16,80.91,0.30,,,,
2014-01-17,81.22,0.62,,,,
2014-01-20,81.22,0.61,,,,
2014-01-21,81.1,0.50,,,,
2014-01-22,81.17,0.56,,,,
2014-01-23,80.44,-0.16,,,,
2014-01-24,80.46,-0.13,,,,
2014-01-27,80.52,-0.06,,,,
2014-01-28,80.57,-0.01,,,,
2014-01-29,80.5,-0.07,,,,
2014-01-30,81.08,0.51,,,,
2014-01-31,81.31,0.73,,,,
2014-02-03,81.01,0.43,,,,
2014-02-04,81.12,0.53,,,,
2014-02-05,81.04,0.44,,,,
2014-02-06,80.91,0.31,,,,
2014-02-07,80.69,0.09,,,,
2014-02-10,80.64,0.04,,,,
2014-02-11,80.64,0.05,,,,
2014-02-12,80.68,0.09,,,,
2014-02-13,80.32,-0.28,,,,
2014-02-14,80.15,-0.44,,,,
2014-02-17,80.14,-0.45,,,,
2014-02-18,80.01,-0.58,,,,
2014-02-19,80.14,-0.46,,,,
2014-02-20,80.29,-0.31,,,,
2014-02-21,80.24,-0.36,,,,
2014-02-24,80.2,-0.40,,,,
2014-02-25,80.14,-0.46,,,,
2014-02-26,80.43,-0.18,,,,
2014-02-27,80.28,-0.32,,,,
2014-02-28,79.69,-0.90,,,,
2014-03-03,80.08,-0.50,,,,
2014-03-04,80.17,-0.40,,,,
2014-03-05,80.11,-0.46,,,,
2014-03-06,79.66,-0.89,,,,
2014-03-07,79.72,-0.82,,,,
2014-03-10,79.77,-0.76,,,,
2014-03-11,79.74,-0.79,,,,
2014-03-12,79.61,-0.91,,,,
2014-03-13,79.62,-0.88,,,,
2014-03-14,79.45,-1.02,,,,
2014-03-17,79.39,-1.06,,,,
2014-03-18,79.41,-1.01,,,,
2014-03-19,80,-0.40,,,,
2014-03-20,80.19,-0.19,,,,
2014-03-21,80.11,-0.26,,,,
2014-03-24,79.93,-0.43,,,,
2014-03-25,79.94,-0.40,,,,
2014-03-26,80.03,-0.29,,,,
2014-03-27,80.11,-0.20,,,,
2014-03-28,80.18,-0.11,,,,
2014-03-31,80.1,-0.16,,,,
2014-04-01,80.09,-0.15,,,,
2014-04-02,80.22,-0.01,,,,
2014-04-03,80.47,0.24,,,,
2014-04-04,80.42,0.19,,,,
2014-04-07,80.23,0.01,,,,
2014-04-08,79.75,-0.45,,,,
2014-04-09,79.48,-0.70,,,,
2014-04-10,79.38,-0.77,,,,
2014-04-11,79.45,-0.66,,,,
2014-04-14,79.73,-0.36,,,,
2014-04-15,79.8,-0.26,,,,
2014-04-16,79.8,-0.23,,,,
2014-04-17,79.83,-0.18,,,,
2014-04-18,79.83,-0.17,,,,
2014-04-21,79.94,-0.04,,,,
2014-04-22,79.91,-0.06,,,,
2014-04-23,79.86,-0.09,,,,
2014-04-24,79.8,-0.14,,,,
2014-04-25,79.75,-0.18,,,,
2014-04-28,79.68,-0.24,,,,
2014-04-29,79.81,-0.11,,,,
2014-04-30,79.47,-0.44,,,,
2014-05-01,79.53,-0.36,,,,
2014-05-02,79.52,-0.36,,,,
2014-05-05,79.49,-0.37,,,,
2014-05-06,79.09,-0.75,,,,
2014-05-07,79.2,-0.62,,,,
2014-05-08,79.36,-0.44,,,,
2014-05-09,79.9,0.10,,,,
2014-05-12,79.9,0.10,,,,
2014-05-13,80.14,0.34,,,,
2014-05-14,80.07,0.27,,,,
2014-05-15,80,0.20,,,,
2014-05-16,80.04,0.23,,,,
2014-05-19,79.99,0.18,,,,
2014-05-20,80.04,0.22,,,,
2014-05-21,80.09,0.26,,,,
2014-05-22,80.25,0.41,,,,
2014-05-23,80.39,0.53,,,,
2014-05-26,80.39,0.51,,,,
2014-05-27,80.35,0.45,,,,
2014-05-28,80.57,0.66,,,,
2014-05-29,80.49,0.57,,,,
2014-05-30,80.37,0.45,,,,
2014-06-02,80.64,0.70,,,,
2014-06-03,80.55,0.60,,,,
2014-06-04,80.66,0.70,,,,
2014-06-05,80.37,0.40,,,,
2014-06-06,80.41,0.44,,,,
2014-06-09,80.65,0.67,,,,
2014-06-10,80.82,0.82,,,,
2014-06-11,80.77,0.76,,,,
2014-06-12,80.58,0.57,,,,
2014-06-13,80.58,0.57,,,,
2014-06-16,80.47,0.45,,,,
2014-06-17,80.63,0.59,,,,
2014-06-18,80.58,0.52,,,,
2014-06-19,80.32,0.24,,,,
2014-06-20,80.37,0.27,,,,
2014-06-23,80.27,0.16,,,,
2014-06-24,80.33,0.21,,,,
2014-06-25,80.22,0.09,,,,
2014-06-26,80.22,0.09,,,,
2014-06-27,80.02,-0.12,,,,
2014-06-30,79.78,-0.35,,,,
2014-07-01,79.81,-0.32,,,,
2014-07-02,79.96,-0.17,,,,
2014-07-03,80.21,0.07,,,,
2014-07-04,80.27,0.12,,,,
2014-07-07,80.22,0.06,,,,
2014-07-08,80.18,0.01,,,,
2014-07-09,79.99,-0.19,,,,
2014-07-10,80.13,-0.06,,,,
2014-07-11,80.19,-0.02,,,,
2014-07-14,80.19,-0.03,,,,
2014-07-15,80.39,0.14,,,,
2014-07-16,80.56,0.29,,,,
2014-07-17,80.5,0.20,,,,
2014-07-18,80.52,0.21,,,,
2014-07-21,80.56,0.24,,,,
2014-07-22,80.78,0.45,,,,
2014-07-23,80.82,0.47,,,,
2014-07-24,80.87,0.50,,,,
2014-07-25,81.03,0.64,,,,
2014-07-28,81.03,0.62,,,,
2014-07-29,81.21,0.78,,,,
2014-07-30,81.43,0.97,,,,
2014-07-31,81.46,0.98,,,,
2014-08-01,81.3,0.80,,,,
2014-08-04,81.33,0.81,,,,
2014-08-05,81.33,0.79,,,,
2014-08-06,81.44,0.88,,,,
2014-08-07,81.52,0.94,,,,
2014-08-08,81.45,0.85,,,,
2014-08-11,81.47,0.86,,,,
2014-08-12,81.5,0.87,,,,
2014-08-13,81.6,0.95,,,,
2014-08-14,81.59,0.91,,,,
2014-08-15,81.42,0.72,,,,
2014-08-18,81.58,0.86,,,,
2014-08-19,81.88,1.14,,,,
2014-08-20,82.23,1.46,,,,
2014-08-21,82.15,1.35,,,,
2014-08-22,82.34,1.51,,,,
2014-08-25,82.55,1.68,,,,
2014-08-26,82.65,1.73,,,,
2014-08-27,82.43,1.48,,,,
2014-08-28,82.48,1.48,,,,
2014-08-29,82.75,1.71,,,,
2014-09-01,82.75,1.66,,,,
2014-09-02,82.99,1.84,,,,
2014-09-03,82.86,1.66,,,,
2014-09-04,83.82,2.55,,,,
2014-09-05,83.74,2.40,,,,
2014-09-08,84.23,2.80,,,,
2014-09-09,84.28,2.76,,,,
2014-09-10,84.28,2.67,,,,
2014-09-11,84.3,2.61,,,,
2014-09-12,84.24,2.47,,,,
2014-09-15,84.26,2.41,,,,
2014-09-16,84.07,2.14,,,,
2014-09-17,84.34,2.32,,,,
2014-09-18,84.32,2.22,,,,
2014-09-19,84.73,2.54,,,,
2014-09-22,84.75,2.47,,,,
2014-09-23,84.66,2.29,,,,
2014-09-24,85.04,2.58,,,,
2014-09-25,85.19,2.64,,,,
2014-09-26,85.64,2.99,,,,
2014-09-29,85.59,2.84,,,,
2014-09-30,85.94,3.08,,,,
2014-10-01,85.97,3.01,,,,
2014-10-02,85.6,2.55,,,,
2014-10-03,86.69,3.52,,,,
2014-10-06,85.93,2.66,,,,
2014-10-07,85.67,2.31,,,,
2014-10-08,85.3,1.87,,,,
2014-10-09,85.52,2.01,,,,
2014-10-10,85.91,2.30,,,,
2014-10-13,85.53,1.84,,,,
2014-10-14,85.82,2.04,,,,
2014-10-15,85.15,1.30,,,,
2014-10-16,84.95,1.03,,,,
2014-10-17,85.11,1.11,,,,
2014-10-20,84.95,0.88,,,,
2014-10-21,85.3,1.16,,,,
2014-10-22,85.74,1.52,,,,
2014-10-23,85.84,1.53,,,,
2014-10-24,85.73,1.33,,,,
2014-10-27,85.5,1.03,,,,
2014-10-28,85.41,0.87,,,,
2014-10-29,85.95,1.33,,,,
2014-10-30,86.15,1.45,,,,
2014-10-31,86.92,2.13,,,,
2014-11-03,87.31,2.42,,,,
2014-11-04,86.98,2.01,,,,
2014-11-05,87.44,2.37,,,,
2014-11-06,88.01,2.83,,,,
2014-11-07,87.64,2.36,,,,
2014-11-10,87.81,2.43,,,,
2014-11-11,87.53,2.06,,,,
2014-11-12,87.82,2.25,,,,
2014-11-13,87.67,2.02,,,,
2014-11-14,87.53,1.81,,,,
2014-11-17,87.93,2.13,,,,
2014-11-18,87.58,1.72,,,,
2014-11-19,87.65,1.72,,,,
2014-11-20,87.59,1.59,,,,
2014-11-21,88.31,2.23,,,,
2014-11-24,88.15,1.99,,,,
2014-11-25,87.92,1.69,,,,
2014-11-26,87.61,1.31,,,,
2014-11-27,87.61,1.24,,,,
2014-11-28,88.36,1.92,,,,
2014-12-01,87.95,1.45,,,,
2014-12-02,88.65,2.07,,,,
2014-12-03,88.96,2.30,,,,
2014-12-04,88.7,1.97,,,,
2014-12-05,89.33,2.53,,,,
2014-12-08,89.04,2.17,,,,
2014-12-09,88.69,1.76,,,,
2014-12-10,88.27,1.30,,,,
2014-12-11,88.66,1.62,,,,
2014-12-12,88.36,1.29,,,,
2014-12-15,88.46,1.34,,,,
2014-12-16,88.12,0.95,,,,
2014-12-17,89.13,1.88,,,,
2014-12-18,89.23,1.91,,,,
2014-12-19,89.6,2.21,,,,
2014-12-22,89.77,2.29,,,,
2014-12-23,90.06,2.50,,,,
2014-12-24,89.97,2.31,,,,
2014-12-25,89.97,2.21,,,,
2014-12-26,90.03,2.17,,,,
2014-12-29,90.19,2.23,,,,
2014-12-30,89.99,1.93,,,,
2014-12-31,90.27,2.12,,,,
2015-01-01,90.27,2.03,,,,
2015-01-02,91.08,2.74,,,,
2015-01-05,91.38,2.92,,,,
2015-01-06,91.5,2.92,,,,
2015-01-07,91.89,3.19,,,,
2015-01-08,92.37,3.54,,,,
2015-01-09,91.94,3.01,,,,
2015-01-12,91.98,2.96,,,,
2015-01-13,92.31,3.18,,,,
2015-01-14,92.16,2.94,,,,
2015-01-15,92.35,3.04,,,,
2015-01-16,92.52,3.12,,,,
2015-01-19,92.52,3.02,,,,
2015-01-20,93.05,3.44,,,,
2015-01-21,92.9,3.19,,,,
2015-01-22,94.08,4.24,,,,
2015-01-23,94.76,4.78,,,,
2015-01-26,94.8,4.68,,,,
2015-01-27,94.02,3.77,,,,
2015-01-28,94.47,4.08,,,,
2015-01-29,94.78,4.25,,,,
2015-01-30,94.8,4.14,,,,
2015-02-02,94.5,3.71,,,,
2015-02-03,93.6,2.70,,,,
2015-02-04,93.99,2.96,,,,
2015-02-05,93.57,2.42,,,,
2015-02-06,95.85,4.55,,,,
2015-02-09,94.45,3.02,,,,
2015-02-10,94.76,3.21,,,,
2015-02-11,94.98,3.31,,,,
2015-02-12,94.09,2.31,,,,
2015-02-13,94.2,2.33,,,,
2015-02-16,94.2,2.22,,,,
2015-02-17,94.06,1.97,,,,
2015-02-18,94.2,2.00,,,,
2015-02-19,94.4,2.08,,,,
2015-02-20,94.34,1.90,,,,
2015-02-23,94.57,2.01,,,,
2015-02-24,94.49,1.80,,,,
2015-02-25,94.21,1.42,,,,
2015-02-26,95.29,2.38,,,,
2015-02-27,95.32,2.30,,,,
2015-03-02,95.46,2.32,,,,
2015-03-03,95.38,2.13,,,,
2015-03-04,95.97,2.60,,,,
2015-03-05,96.38,2.89,,,,
2015-03-06,97.61,3.97,,,,
2015-03-09,97.59,3.80,,,,
2015-03-10,98.62,4.65,,,,
2015-03-11,99.8,5.64,,,,
2015-03-12,99.44,5.10,,,,
2015-03-13,100.33,5.81,,,,
2015-03-16,99.6,4.91,,,,
2015-03-17,99.58,4.73,,,,
2015-03-18,98.55,3.57,,,,
2015-03-19,99.26,4.14,,,,
2015-03-20,97.91,2.67,,,,
2015-03-23,97.03,1.69,,,,
2015-03-24,97.19,1.75,,,,
2015-03-25,96.98,1.44,,,,
2015-03-26,97.44,1.80,,,,
2015-03-27,97.29,1.56,,,,
2015-03-30,97.97,2.13,,,,
2015-03-31,98.36,2.41,,,,
2015-04-01,98.19,2.14,,,,
2015-04-02,97.44,1.32,,,,
2015-04-03,96.55,0.39,,,,
2015-04-06,96.78,0.58,,,,
2015-04-07,97.83,1.56,,,,
2015-04-08,97.94,1.60,,,,
2015-04-09,99.16,2.73,,,,
2015-04-10,99.34,2.82,,,,
2015-04-13,99.49,2.87,,,,
2015-04-14,98.73,2.01,,,,
2015-04-15,98.32,1.51,,,,
2015-04-16,97.42,0.53,,,,
2015-04-17,97.52,0.60,,,,
2015-04-20,97.94,0.95,,,,
2015-04-21,98,0.95,,,,
2015-04-22,97.93,0.82,,,,
2015-04-23,97.28,0.10,,,,
2015-04-24,96.92,-0.31,,,,
2015-04-27,96.77,-0.51,,,,
2015-04-28,96.09,-1.23,,,,
2015-04-29,95.21,-2.13,,,,
2015-04-30,94.6,-2.75,,,,
2015-05-01,95.3,-2.07,,,,
2015-05-04,95.48,-1.91,,,,
2015-05-05,95.08,-2.32,,,,
2015-05-06,94.09,-3.31,,,,
2015-05-07,94.64,-2.74,,,,
2015-05-08,94.79,-2.58,,,,
2015-05-11,95.01,-2.35,,,,
2015-05-12,94.53,-2.82,,,,
2015-05-13,93.62,-3.68,,,,
2015-05-14,93.46,-3.78,,,,
2015-05-15,93.14,-4.01,,,,
2015-05-18,94.22,-2.86,,,,
2015-05-19,95.27,-1.75,,,,
2015-05-20,95.45,-1.48,,,,
2015-05-21,95.25,-1.60,,,,
2015-05-22,96.11,-0.65,,,,
2015-05-25,96.01,-0.68,,,,
2015-05-26,97.3,0.66,,,,
2015-05-27,97.37,0.75,,,,
2015-05-28,96.97,0.40,,,,
2015-05-29,96.91,0.36,,,,
2015-06-01,97.39,0.83,,,,
2015-06-02,95.83,-0.70,,,,
2015-06-03,95.47,-1.03,,,,
2015-06-04,95.46,-1.00,,,,
2015-06-05,96.31,-0.13,,,,
2015-06-08,95.3,-1.09,,,,
2015-06-09,95.17,-1.16,,,,
2015-06-10,94.65,-1.61,,,,
2015-06-11,94.98,-1.23,,,,
2015-06-12,94.97,-1.21,,,,
2015-06-15,94.81,-1.33,,,,
2015-06-16,95,-1.08,,,,
2015-06-17,94.3,-1.71,,,,
2015-06-18,94.04,-1.86,,,,
2015-06-19,94.08,-1.72,,,,
2015-06-22,94.33,-1.37,,,,
2015-06-23,95.43,-0.20,,,,
2015-06-24,95.26,-0.31,,,,
2015-06-25,95.19,-0.33,,,,
2015-06-26,95.47,-0.01,,,,
2015-06-29,94.79,-0.63,,,,
2015-06-30,95.48,0.11,,,,
2015-07-01,96.31,0.97,,,,
2015-07-02,96.11,0.80,,,,
2015-07-03,96.11,0.81,,,,
2015-07-06,96.3,1.01,,,,
2015-07-07,96.86,1.56,,,,
2015-07-08,96.29,0.96,,,,
2015-07-09,96.61,1.24,,,,
2015-07-10,96.03,0.65,,,,
2015-07-13,96.86,1.45,,,,
2015-07-14,96.64,1.20,,,,
2015-07-15,97.17,1.67,,,,
2015-07-16,97.67,2.11,,,,
2015-07-17,97.86,2.24,,,,
2015-07-20,98.03,2.35,,,,
2015-07-21,97.33,1.59,,,,
2015-07-22,97.6,1.78,,,,
2015-07-23,97.11,1.22,,,,
2015-07-24,97.24,1.27,,,,
2015-07-27,96.5,0.48,,,,
2015-07-28,96.77,0.72,,,,
2015-07-29,96.98,0.90,,,,
2015-07-30,97.56,1.43,,,,
2015-07-31,97.34,1.19,,,,
2015-08-03,97.49,1.31,,,,
2015-08-04,97.93,1.74,,,,
2015-08-05,97.96,1.75,,,,
2015-08-06,97.83,1.61,,,,
2015-08-07,97.56,1.32,,,,
2015-08-10,97.16,0.93,,,,
2015-08-11,97.29,1.03,,,,
2015-08-12,96.26,-0.02,,,,
2015-08-13,96.44,0.14,,,,
2015-08-14,96.52,0.22,,,,
2015-08-17,96.81,0.48,,,,
2015-08-18,97.04,0.67,,,,
2015-08-19,96.36,-0.04,,,,
2015-08-20,95.98,-0.44,,,,
2015-08-21,95.01,-1.41,,,,
2015-08-24,93.33,-3.06,,,,
2015-08-25,94.53,-1.85,,,,
2015-08-26,95.1,-1.30,,,,
2015-08-27,95.61,-0.82,,,,
2015-08-28,96.11,-0.36,,,,
2015-08-31,95.82,-0.68,,,,
2015-09-01,95.45,-1.05,,,,
2015-09-02,95.83,-0.68,,,,
2015-09-03,96.41,-0.13,,,,
2015-09-04,96.23,-0.32,,,,
2015-09-07,96.23,-0.35,,,,
2015-09-08,95.98,-0.61,,,,
2015-09-09,96.01,-0.57,,,,
2015-09-10,95.46,-1.11,,,,
2015-09-11,95.19,-1.36,,,,
2015-09-14,95.25,-1.28,,,,
2015-09-15,95.61,-0.90,,,,
2015-09-16,95.42,-1.07,,,,
2015-09-17,94.55,-1.90,,,,
2015-09-18,94.86,-1.57,,,,
2015-09-21,95.89,-0.52,,,,
2015-09-22,96.28,-0.12,,,,
2015-09-23,96.07,-0.31,,,,
2015-09-24,96.69,0.33,,,,
2015-09-25,96.27,-0.06,,,,
2015-09-28,96.03,-0.26,,,,
2015-09-29,95.86,-0.40,,,,
2015-09-30,96.35,0.12,,,,
2015-10-01,96.19,-0.02,,,,
2015-10-02,95.83,-0.35,,,,
2015-10-05,96.11,-0.07,,,,
2015-10-06,95.45,-0.70,,,,
2015-10-07,95.5,-0.62,,,,
2015-10-08,95.32,-0.76,,,,
2015-10-09,94.81,-1.22,,,,
2015-10-12,94.84,-1.13,,,,
2015-10-13,94.76,-1.15,,,,
2015-10-14,93.93,-1.90,,,,
2015-10-15,94.37,-1.39,,,,
2015-10-16,94.54,-1.16,,,,
2015-10-19,94.93,-0.72,,,,
2015-10-20,94.91,-0.70,,,,
2015-10-21,95.03,-0.55,,,,
2015-10-22,96.38,0.80,,,,
2015-10-23,97.13,1.54,,,,
2015-10-26,96.86,1.27,,,,
2015-10-27,96.91,1.32,,,,
2015-10-28,97.78,2.16,,,,
2015-10-29,97.28,1.63,,,,
2015-10-30,96.95,1.27,,,,
2015-11-02,96.93,1.17,,,,
2015-11-03,97.16,1.35,,,,
2015-11-04,97.95,2.08,,,,
2015-11-05,97.94,2.03,,,,
2015-11-06,99.17,3.20,,,,
2015-11-09,98.98,2.94,,,,
2015-11-10,99.29,3.18,,,,
2015-11-11,99.01,2.83,,,,
2015-11-12,98.65,2.43,,,,
2015-11-13,99,2.72,,,,
2015-11-16,99.44,3.10,,,,
2015-11-17,99.63,3.22,,,,
2015-11-18,99.65,3.16,,,,
2015-11-19,98.99,2.43,,,,
2015-11-20,99.56,2.91,,,,
2015-11-23,99.8,3.06,,,,
2015-11-24,99.53,2.71,,,,
2015-11-25,99.8,2.90,,,,
2015-11-26,99.8,2.79,,,,
2015-11-27,100.02,2.91,,,,
2015-11-30,100.17,2.97,,,,
2015-12-01,99.8,2.53,,,,
2015-12-02,99.99,2.64,,,,
2015-12-03,97.62,0.26,,,,
2015-12-04,98.35,0.94,,,,
2015-12-07,98.66,1.20,,,,
2015-12-08,98.47,0.96,,,,
2015-12-09,97.34,-0.19,,,,
2015-12-10,97.94,0.37,,,,
2015-12-11,97.56,-0.04,,,,
2015-12-14,97.6,-0.03,,,,
2015-12-15,98.22,0.53,,,,
2015-12-16,97.87,0.14,,,,
2015-12-17,99.27,1.46,,,,
2015-12-18,98.7,0.81,,,,
2015-12-21,98.36,0.40,,,,
2015-12-22,98.23,0.20,,,,
2015-12-23,98.34,0.22,,,,
2015-12-24,97.98,-0.21,,,,
2015-12-25,97.98,-0.28,,,,
2015-12-28,97.92,-0.40,,,,
2015-12-29,98.1,-0.28,,,,
2015-12-30,98.27,-0.18,,,,
2015-12-31,98.63,0.14,,,,
2016-01-01,98.63,0.11,,,,
2016-01-04,98.87,0.31,,,,
2016-01-05,99.4,0.79,,,,
2016-01-06,99.18,0.54,,,,
2016-01-07,98.22,-0.44,,,,
2016-01-08,98.54,-0.15,,,,
2016-01-11,98.72,-0.01,,,,
2016-01-12,98.97,0.21,,,,
2016-01-13,98.93,0.15,,,,
2016-01-14,99.09,0.29,,,,
2016-01-15,98.96,0.16,,,,
2016-01-18,98.96,0.16,,,,
2016-01-19,98.99,0.20,,,,
2016-01-20,99.09,0.29,,,,
2016-01-21,99.06,0.26,,,,
2016-01-22,99.57,0.75,,,,
2016-01-25,99.36,0.55,,,,
2016-01-26,99.36,0.55,,,,
2016-01-27,98.9,0.11,,,,
2016-01-28,98.51,-0.27,,,,
2016-01-29,99.61,0.83,,,,
2016-02-01,99.01,0.24,,,,
2016-02-02,98.87,0.11,,,,
2016-02-03,97.29,-1.42,,,,
2016-02-04,96.47,-2.17,,,,
2016-02-05,97.03,-1.55,,,,
2016-02-08,96.57,-1.94,,,,
2016-02-09,96.07,-2.36,,,,
2016-02-10,95.89,-2.46,,,,
2016-02-11,95.56,-2.75,,,,
2016-02-12,95.94,-2.32,,,,
2016-02-15,95.98,-2.23,,,,
2016-02-16,96.87,-1.31,,,,
2016-02-17,96.79,-1.37,,,,
2016-02-18,96.95,-1.19,,,,
2016-02-19,96.6,-1.53,,,,
2016-02-22,97.38,-0.74,,,,
2016-02-23,97.48,-0.63,,,,
2016-02-24,97.46,-0.64,,,,
2016-02-25,97.29,-0.77,,,,
2016-02-26,98.15,0.10,,,,
2016-02-29,98.21,0.17,,,,
2016-03-01,98.35,0.30,,,,
2016-03-02,98.21,0.17,,,,
2016-03-03,97.59,-0.45,,,,
2016-03-04,97.34,-0.68,,,,
2016-03-07,97.07,-0.94,,,,
2016-03-08,97.21,-0.78,,,,
2016-03-09,97.17,-0.80,,,,
2016-03-10,96.07,-1.85,,,,
2016-03-11,96.17,-1.70,,,,
2016-03-14,96.62,-1.20,,,,
2016-03-15,96.63,-1.14,,,,
2016-03-16,95.89,-1.81,,,,
2016-03-17,94.76,-2.87,,,,
2016-03-18,95.09,-2.47,,,,
2016-03-21,95.29,-2.20,,,,
2016-03-22,95.65,-1.78,,,,
2016-03-23,96.05,-1.32,,,,
2016-03-24,96.14,-1.17,,,,
2016-03-25,96.14,-1.11,,,,
2016-03-28,95.94,-1.25,,,,
2016-03-29,95.16,-1.96,,,,
2016-03-30,94.84,-2.19,,,,
2016-03-31,94.59,-2.35,,,,
2016-04-01,94.62,-2.22,,,,
2016-04-04,94.51,-2.24,,,,
2016-04-05,94.63,-2.02,,,,
2016-04-06,94.43,-2.13,,,,
2016-04-07,94.48,-2.00,,,,
2016-04-08,94.23,-2.14,,,,
2016-04-11,93.95,-2.32,,,,
2016-04-12,93.96,-2.22,,,,
2016-04-13,94.74,-1.38,,,,
2016-04-14,94.9,-1.19,,,,
2016-04-15,94.7,-1.35,,,,
2016-04-18,94.49,-1.51,,,,
2016-04-19,93.98,-1.98,,,,
2016-04-20,94.49,-1.44,,,,
2016-04-21,94.6,-1.32,,,,
2016-04-22,95.12,-0.78,,,,
2016-04-25,94.84,-1.04,,,,
2016-04-26,94.57,-1.26,,,,
2016-04-27,94.39,-1.39,,,,
2016-04-28,93.76,-1.96,,,,
2016-04-29,93.08,-2.57,,,,
2016-05-02,92.63,-2.92,,,,
2016-05-03,92.94,-2.52,,,,
2016-05-04,93.18,-2.20,,,,
2016-05-05,93.78,-1.53,,,,
2016-05-06,93.89,-1.33,,,,
2016-05-09,94.13,-1.01,,,,
